Address,place_id,Amenities
"Kolk 172, 3011 MD Rotterdam",ChIJbY0fn1wzxEcRCGYhc0Mnzpo,"ice_cream, fast_food, cafe, cafe, restaurant, restaurant, restaurant, restaurant, restaurant, cafe, cafe, atm, cafe, fast_food, pub, pub, restaurant, taxi, restaurant, restaurant, restaurant, atm, cafe, restaurant, bar, restaurant, restaurant, restaurant, restaurant, pub, bar, restaurant, bar, fast_food, cafe, bar, restaurant, restaurant, restaurant, restaurant, fast_food, pub, parking, bar, restaurant, college, restaurant, cafe, casino, library, restaurant, restaurant, cafe, restaurant, fast_food, restaurant, ice_cream, restaurant, restaurant, fast_food, restaurant, townhall, restaurant, restaurant, restaurant, restaurant, restaurant, bar, fast_food, nightclub, cafe, restaurant, restaurant, pub, pub, pub, restaurant, cafe, restaurant, cafe, restaurant, cafe, bar, fast_food, fast_food, college, restaurant, restaurant, restaurant, fast_food, bar, restaurant, clinic, restaurant, bar, place_of_worship, cafe, restaurant, restaurant, pharmacy, veterinary, restaurant, post_box, restaurant, restaurant, fast_food, ice_cream, restaurant, cafe, toilets, atm, parking_entrance, parking_entrance, toilets, toilets, station, fast_food, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, bar, restaurant, cafe, restaurant, fast_food, fast_food, fast_food, cafe, fast_food, fast_food, ice_cream, cafe, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, fast_food, restaurant, cafe, restaurant, cafe, food_court, restaurant, restaurant, post_box, charging_station, restaurant, atm, casino, post_box, vending_machine, vending_machine, vending_machine, post_box, pub, charging_station, bench, bench, bench, bench, theatre, cafe, charging_station, recycling, post_box, charging_station, post_box, charging_station, car_sharing, charging_station, charging_station, charging_station, restaurant, bench, bench, bench, bench, bench, bench, bench, parking, restaurant, parking_entrance, bench, bench, kindergarten, school, school, charging_station, clinic, bench, nightclub, clock, clock, clock, post_box, arts_centre, food_court, kindergarten, dentist, fast_food, restaurant, kindergarten, kindergarten, doctors, restaurant, training, fast_food, fast_food, charging_station, bench, parking_entrance, clock, parking, parking_entrance, parking_entrance, parking, parking_entrance, parking_entrance, parking, bench, bench, bench, dentist, bench, bench, bench, bench, bench, bench, bench, car_sharing, restaurant, parking_entrance, vending_machine, recycling, dentist, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, bar, bar, restaurant, restaurant, bar, cafe, bar, restaurant, cafe, cafe, restaurant, restaurant, vending_machine, vending_machine, bench, bench, bench, bench, bench, bench, bench, bench, waste_basket, bench, waste_basket, waste_basket, bench, restaurant, bar, drinking_water, cafe, bench, bench, bench, bench, bench, bench, bench, bench, vending_machine, waste_basket, bicycle_parking, parking, restaurant, restaurant, restaurant, restaurant, bench, waste_basket, bar, bench, bench, recycling, waste_basket, waste_basket, bicycle_rental, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, fast_food, restaurant, fast_food, cafe, bench, recycling, bench, recycling, recycling, restaurant, bicycle_parking, toilets, bench, toilets, drinking_water, bench, bench, restaurant, cafe, parking_entrance, drinking_water, library, bench, waste_basket, bench, waste_basket, waste_basket, waste_basket, bicycle_parking, charging_station, charging_station, cafe, restaurant, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bench, parking_entrance, parking_entrance"
"Stationsplein 298, 3013 AK Rotterdam",ChIJLxiJiv01xEcRItl4kkv3ZwI,"post_box, cinema, parking, fast_food, casino, parking, restaurant, restaurant, restaurant, restaurant, restaurant, post_box, restaurant, parking, restaurant, school, bank, parking_entrance, cafe, post_box, car_wash, car_rental, fuel, parking, parking, place_of_worship, bicycle_parking, bicycle_rental, restaurant, restaurant, restaurant, restaurant, cafe, parking, school, pharmacy, fast_food, community_centre, pharmacy, fast_food, restaurant, place_of_worship, restaurant, post_box, bicycle_parking, bar, cafe, fast_food, music_studio, restaurant, fast_food, fast_food, restaurant, fast_food, library, restaurant, bar, fast_food, casino, restaurant, cafe, restaurant, restaurant, restaurant, pub, restaurant, restaurant, cafe, restaurant, restaurant, restaurant, restaurant, bicycle_parking, restaurant, restaurant, bar, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, cafe, restaurant, restaurant, ice_cream, restaurant, restaurant, bank, restaurant, veterinary, restaurant, fast_food, casino, restaurant, restaurant, fast_food, restaurant, charging_station, charging_station, pub, fast_food, nightclub, pub, pub, restaurant, cafe, bench, cafe, toilets, arts_centre, toilets, cafe, restaurant, cafe, bar, fast_food, atm, restaurant, restaurant, fast_food, atm, cafe, car_rental, charging_station, taxi, restaurant, fast_food, waste_basket, charging_station, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, charging_station, bench, bench, bench, recycling, clock, vending_machine, vending_machine, vending_machine, vending_machine, recycling, fountain, shelter, restaurant, karaoke_box, restaurant, restaurant, cafe, nightclub, bar, toilets, parking_entrance, fast_food, school, restaurant, university, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, shelter, shelter, shelter, shelter, shelter, shelter, bench, bench, bench, bench, bench, vending_machine, vending_machine, vending_machine, vending_machine, vending_machine, vending_machine, vending_machine, bench, bench, bench, bench, vending_machine, bench, vending_machine, vending_machine, vending_machine, vending_machine, university, bench, bench, music_school, cafe, atm, social_facility, waste_basket, waste_basket, waste_basket, fast_food, waste_basket, recycling, restaurant, recycling, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, recycling, recycling, recycling, recycling, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, restaurant, cafe, restaurant, ice_cream, parking_entrance, parking_entrance, charging_station, bench, bicycle_parking, bicycle_parking, bicycle_parking, drinking_water, toilets, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, fountain, bench, bench, bench, bench, bench, bench, bench, bench, toilets, loading_dock, atm, cafe, restaurant, recycling, recycling, recycling, bench, bench, charging_station, theatre, atm, restaurant, bank, restaurant"
"Stationsplein 2, 2611 BV Delft",ChIJ81Iv48C1xUcRas5WO9tjMAI,"post_box, post_box, post_box, bench, bench, pub, nightclub, cafe, restaurant, cafe, cinema, pub, pub, cafe, fast_food, cafe, restaurant, library, fast_food, restaurant, restaurant, fast_food, pub, warehouse, pub, kindergarten, waste_basket, recycling, recycling, recycling, bench, restaurant, parking_entrance, health_centre, restaurant, post_box, restaurant, charging_station, pub, recycling, veterinary, fast_food, police, dentist, social_facility, fast_food, restaurant, kindergarten, restaurant, restaurant, fast_food, fast_food, kindergarten, community_centre, social_facility, cafe, restaurant, pub, cafe, parking_entrance, restaurant, restaurant, restaurant, fast_food, restaurant, fast_food, restaurant, restaurant, ice_cream, cafe, fast_food, restaurant, fast_food, community_centre, bar, restaurant, community_centre, fast_food, bicycle_parking, restaurant, pub, restaurant, restaurant, arts_centre, restaurant, pub, community_centre, cafe, fast_food, pharmacy, fast_food, restaurant, restaurant, university, restaurant, restaurant, restaurant, restaurant, parking_entrance, charging_station, bicycle_parking, bicycle_parking, vending_machine, bicycle_parking, bench, bench, bench, bench, bench, waste_basket, waste_basket, post_office, cafe, fast_food, fast_food, cafe, fast_food, bench, waste_basket, waste_basket, bench, bench, waste_basket, bench, waste_basket, waste_basket, bench, recycling, fast_food, restaurant, bureau_de_change, drinking_water, charging_station, charging_station, charging_station, school, public_bookcase, public_bookcase, toilets, parking, waste_basket, waste_basket, bicycle_parking, post_box, bench, community_centre, arts_centre, townhall, pub, music_school, bar, atm, bench, bench, bench, vending_machine, vending_machine, restaurant, cafe, ice_cream, vending_machine, vending_machine, bench, waste_basket, parking_entrance, parking, charging_station, vending_machine, waste_basket, vending_machine, vending_machine, vending_machine, vending_machine, bench, bench, bench, bench, bench, bench, dentist, waste_basket, bench, waste_basket, bench, waste_basket, bench, waste_basket, bench, waste_basket, bench, recycling, ice_cream, warehouse, fast_food, fast_food, charging_station, community_centre, fast_food, charging_station, locker, charging_station, post_office, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, parking_entrance, restaurant, recycling, recycling, recycling, recycling, waste_basket, waste_basket, waste_basket, restaurant, doctors, charging_station, recycling, charging_station, cafe, bicycle_rental, recycling, recycling, recycling, recycling, recycling, recycling, restaurant, drinking_water, bench, bench, charging_station, conference_centre, public_bookcase, luggage_locker, community_centre, community_centre, community_centre, fast_food, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, bar, bench, bench, bench, bench, charging_station, public_bookcase, bench, charging_station, marketplace, theatre, bicycle_parking, bicycle_parking, bicycle_parking, waste_basket, charging_station, vending_machine, public_bookcase, charging_station, charging_station, charging_station, charging_station, waste_basket, charging_station, toilets, waste_basket, bicycle_parking, bicycle_parking, bicycle_parking, waste_basket, bicycle_parking, bicycle_parking, ferry_terminal, waste_basket, waste_basket, bench, bench, bench, bench, bench"
"Houttuinen, 2613 SL Delft",ChIJl0VqwMC1xUcREGZj2zbhlRI,"post_box, post_box, post_box, post_box, bench, atm, bench, bench, pub, pub, nightclub, cafe, restaurant, cafe, cinema, pub, pub, cafe, cafe, fast_food, nightclub, fast_food, cafe, restaurant, restaurant, library, fast_food, restaurant, restaurant, fast_food, pub, warehouse, post_box, fast_food, fast_food, pub, bench, kindergarten, waste_basket, recycling, recycling, recycling, bench, restaurant, restaurant, parking_entrance, health_centre, restaurant, restaurant, charging_station, pub, recycling, restaurant, veterinary, fast_food, social_facility, restaurant, kindergarten, restaurant, restaurant, kindergarten, community_centre, social_facility, cafe, restaurant, pub, restaurant, cafe, parking_entrance, cafe, restaurant, fast_food, restaurant, restaurant, fast_food, restaurant, fast_food, pub, restaurant, restaurant, ice_cream, cafe, fast_food, restaurant, fast_food, community_centre, bar, restaurant, restaurant, fast_food, community_centre, fast_food, bicycle_parking, restaurant, restaurant, pub, restaurant, restaurant, fast_food, arts_centre, ice_cream, restaurant, cafe, fast_food, pub, fast_food, ice_cream, community_centre, cafe, fast_food, fast_food, pharmacy, fast_food, restaurant, restaurant, university, restaurant, restaurant, restaurant, cafe, restaurant, parking_entrance, restaurant, charging_station, bicycle_parking, bicycle_parking, vending_machine, bench, bench, bench, bench, bench, waste_basket, waste_basket, post_office, toilets, cafe, fast_food, fast_food, cafe, fast_food, bench, waste_basket, waste_basket, bench, bench, waste_basket, bench, waste_basket, waste_basket, bench, fast_food, restaurant, bureau_de_change, drinking_water, charging_station, charging_station, charging_station, bench, townhall, school, restaurant, public_bookcase, toilets, parking, waste_basket, waste_basket, bicycle_parking, post_box, bench, community_centre, arts_centre, townhall, pub, music_school, bar, atm, bench, bench, bench, vending_machine, vending_machine, restaurant, cafe, ice_cream, vending_machine, vending_machine, vending_machine, bench, waste_basket, parking_entrance, parking, vending_machine, waste_basket, vending_machine, vending_machine, vending_machine, vending_machine, bench, bench, bench, bench, bench, bench, dentist, waste_basket, bench, waste_basket, bench, waste_basket, bench, waste_basket, bench, waste_basket, bench, recycling, ice_cream, warehouse, fast_food, fast_food, fast_food, toilets, charging_station, recycling, recycling, community_centre, fast_food, charging_station, locker, charging_station, post_office, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, parking_entrance, cafe, restaurant, recycling, recycling, recycling, recycling, waste_basket, waste_basket, waste_basket, restaurant, doctors, charging_station, recycling, charging_station, cafe, bicycle_rental, recycling, recycling, recycling, recycling, recycling, recycling, restaurant, drinking_water, music_school, bench, bench, charging_station, conference_centre, public_bookcase, luggage_locker, community_centre, community_centre, community_centre, fast_food, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, bar, bench, bench, bench, bench, charging_station, public_bookcase, bench, charging_station, marketplace, marketplace, theatre, bicycle_parking, bicycle_parking, bicycle_parking, waste_basket, charging_station, vending_machine, public_bookcase, charging_station, charging_station, charging_station, charging_station, waste_basket, charging_station, toilets, waste_basket, waste_basket, recycling, waste_basket, bicycle_parking, bicycle_parking, bicycle_parking, waste_basket, bicycle_parking, bicycle_parking, ferry_terminal, waste_basket, waste_basket, bench, bench, bench, bench, bench"
"Kon. Julianaplein 10, 2595 AA Den Haag",ChIJUfPIYDC3xUcRCGssGASrVOo,"post_box, fast_food, parking_entrance, bicycle_parking, post_box, parking, restaurant, pharmacy, parking, pub, restaurant, pub, atm, parking, parking_entrance, bicycle_rental, taxi, bicycle_parking, taxi, bus_station, charging_station, post_box, parking, bench, taxi, parking_entrance, car_rental, cafe, fast_food, archive, library, restaurant, cafe, childcare, fast_food, fast_food, cafe, dentist, restaurant, cafe, cafe, chiropractic, restaurant, restaurant, restaurant, restaurant, restaurant, nightclub, cafe, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, restaurant, restaurant, cafe, restaurant, fast_food, fast_food, nightclub, restaurant, restaurant, restaurant, bar, restaurant, fast_food, fast_food, restaurant, restaurant, ice_cream, cafe, restaurant, bank, fast_food, restaurant, restaurant, nightclub, cafe, fast_food, restaurant, pharmacy, fast_food, nightclub, cafe, fast_food, pub, pub, fast_food, restaurant, restaurant, fast_food, restaurant, restaurant, restaurant, restaurant, fast_food, atm, restaurant, clinic, clinic, theatre, university, ice_cream, social_facility, bench, bench, bench, social_facility, community_centre, bicycle_parking, fast_food, place_of_worship, cafe, mailboxes, office_units, meeting_centre, bureau_de_change, bar, bench, fast_food, restaurant, restaurant, university, courthouse, parking_entrance, library, bench, cafe, restaurant, restaurant, fast_food, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, drinking_water, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, social_facility, restaurant, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, vending_machine, vending_machine, vending_machine, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, vending_machine, vending_machine, vending_machine, vending_machine, vending_machine, vending_machine, vending_machine, cafe, parking, public_bookcase, cafe, post_box, charging_station, charging_station, charging_station, bicycle_parking, restaurant, restaurant, cooking_school, fast_food, post_box, atm, atm, charging_station, toilets, atm, restaurant, restaurant, restaurant, parking_entrance, parking, drinking_water, bicycle_parking, waste_basket, waste_basket, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bicycle_parking, waste_basket, waste_basket, waste_basket, bench, recycling, recycling, recycling, vending_machine, vending_machine, bicycle_parking, bench, bench, bicycle_parking, bicycle_parking, bench, bench, bench, waste_basket, waste_basket, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, waste_basket, toilets, bicycle_rental, bicycle_rental, restaurant, K+R, atm, recycling"
"Van Embdenstraat 658, 2628 CN Delft",ChIJcav2ZDS1xUcR47sCALc7rqQ,"pub, restaurant, post_box, kindergarten, bench, bench, post_box, pub, university, toilets, bench, cafe, university, university, charging_station, bicycle_parking, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, charging_station, cafe, restaurant, restaurant, charging_station, bicycle_parking, charging_station, public_bookcase, bicycle_parking, university, public_bookcase, bench, library, cafe, freezone, freezone, freezone, freezone, freezone, charging_station, charging_station, bicycle_parking, bicycle_parking, bicycle_parking, bench, parking_entrance, parking_entrance, parking_entrance, car_rental, charging_station, charging_station, bench, charging_station, charging_station, freezone, recycling, recycling, recycling, recycling, recycling, recycling, charging_station, recycling, recycling, recycling, recycling, recycling, recycling, recycling, recycling, freezone, bench, drinking_water, charging_station, bicycle_parking, vending_machine, drinking_water"
"Tandwielstraat, 3083 AV Rotterdam",ChIJlaCyipIzxEcRZ4UjqJmCwG4,"cafe, parking, fast_food, parking, parking, atm, parking, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, restaurant, fast_food, restaurant, toilets, atm, toilets, ice_cream, ice_cream, restaurant, fast_food, fast_food, restaurant, fast_food, cafe, bank, cafe, bank, restaurant, fast_food, cafe, restaurant, fast_food, parking, post_box, vending_machine, bench, bench, charging_station, pub, fast_food, charging_station, post_box, dentist, recycling, fountain, drinking_water, post_box, post_box, charging_station, post_box, fast_food, restaurant, waste_basket, charging_station, parking, bench, bench, waste_basket, waste_basket, waste_basket, bench, bench, bench, bench, bench, bench, bench, bench, bench, bicycle_parking, atm, charging_station, restaurant, restaurant, recycling, school, waste_basket, waste_basket, parking_entrance, waste_basket, bench, bench, drinking_water, parcel_locker, bench, parking"
"Wilhelminakade 101, 3072 AP Rotterdam",ChIJaZbGC0wzxEcRzWM1gb2uXxE,"courthouse, place_of_worship, pub, post_box, restaurant, events_venue, cafe, restaurant, restaurant, restaurant, waste_basket, bench, bench, bicycle_parking, dentist, waste_basket, car_sharing, car_sharing, fast_food, dentist, restaurant, restaurant, restaurant, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, parking, restaurant, restaurant, dentist, fast_food, parking, dentist, dentist, school, cafe, dentist, taxi, taxi, charging_station, charging_station, charging_station, charging_station, charging_station, charging_station, charging_station, post_box, charging_station, car_sharing, parking, taxi, bicycle_rental, bar, waste_basket, waste_basket, bicycle_repair_station, vending_machine, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, parking, parking_entrance, parking_entrance, car_sharing, parking_entrance, parking_entrance, parking, parking_entrance, taxi, public_bookcase, pub, public_bookcase, pub, restaurant, bench, bench, bench, food_court, post_box, waste_basket, charging_station, restaurant, restaurant, restaurant, university, post_box, restaurant, parking_entrance, waste_basket, parking_entrance, social_centre, vending_machine, vending_machine, vending_machine, bench, bench, shelter, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, recycling, recycling, waste_basket, waste_basket, bench, bench, bench, waste_basket, waste_basket, recycling, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, waste_basket, waste_basket, charging_station, bicycle_parking, bench, bench, bench, waste_basket, bicycle_parking, bicycle_parking, bicycle_parking, recycling, recycling, bicycle_parking, bicycle_parking, bicycle_parking, charging_station, bicycle_parking, bicycle_parking, bicycle_parking, recycling, waste_basket, recycling, waste_basket, waste_basket, waste_basket, waste_basket, bench, bicycle_parking, bicycle_parking, bench, bicycle_parking, bicycle_parking, bench, waste_basket, shelter, waste_basket, waste_basket, waste_basket, waste_basket, recycling, recycling, recycling, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, charging_station, charging_station, bicycle_parking, bicycle_parking, recycling, recycling, recycling, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, recycling, recycling, recycling, recycling, recycling, recycling, bench, bench, bicycle_parking, bicycle_parking, bench, bicycle_parking, bicycle_parking, bicycle_parking, waste_basket, bicycle_parking, bicycle_parking, waste_basket, waste_basket, waste_basket, waste_basket, bench, bench, bench, bench, bench, bench, recycling, recycling, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, recycling, recycling, recycling, bicycle_parking, bench, bench, bench, bench, bench, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, bicycle_parking, charging_station"
"Stationsplein 131, 3511 ED Utrecht",ChIJdTU-PV1vxkcRkVFWjauShso,"parking, parking, parking, fast_food, fast_food, restaurant, recycling, police, atm, restaurant, restaurant, atm, post_box, restaurant, restaurant, parking, restaurant, pub, restaurant, restaurant, taxi, waste_basket, vending_machine, bench, bench, bench, restaurant, restaurant, post_box, bench, cafe, cafe, waste_basket, bench, waste_basket, bench, recycling, bench, bench, waste_basket, waste_basket, waste_basket, vending_machine, restaurant, restaurant, bar, cafe, restaurant, restaurant, cafe, restaurant, bench, restaurant, bench, restaurant, bench, restaurant, restaurant, fast_food, fast_food, pub, fast_food, cafe, restaurant, pub, pub, pub, restaurant, taxi, restaurant, restaurant, restaurant, pub, pub, pub, pub, pub, parking, bank, cafe, restaurant, cafe, restaurant, restaurant, fast_food, bank, pub, restaurant, fountain, charging_station, restaurant, restaurant, cafe, restaurant, fast_food, fast_food, fast_food, cafe, fast_food, fast_food, toilets, parking, clinic, bicycle_parking, bicycle_parking, restaurant, restaurant, restaurant, restaurant, nightclub, restaurant, restaurant, nightclub, restaurant, restaurant, restaurant, restaurant, cafe, pharmacy, restaurant, fast_food, vending_machine, charging_station, parking, parking, fast_food, restaurant, fast_food, restaurant, fast_food, fast_food, fast_food, restaurant, cafe, restaurant, fast_food, restaurant, restaurant, restaurant, fast_food, restaurant, bar, restaurant, restaurant, casino, fast_food, restaurant, restaurant, clinic, restaurant, bicycle_parking, cafe, fast_food, restaurant, pub, restaurant, ice_cream, cafe, theatre, fast_food, ice_cream, fast_food, fast_food, fast_food, cafe, cafe, social_facility, cafe, meeting_centre, school, bank, recycling, cafe, restaurant, restaurant, cafe, nightclub, restaurant, vending_machine, vending_machine, cafe, restaurant, ice_cream, restaurant, restaurant, restaurant, cafe, bar, restaurant, bureau_de_change, atm, kindergarten, theatre, parking_entrance, restaurant, restaurant, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, waste_basket, post_box, post_box, bench, restaurant, fast_food, cafe, cafe, fast_food, cafe, restaurant, atm, toilets, bicycle_parking, shelter, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, vending_machine, ticket_validator, ticket_validator, ticket_validator, locker, ticket_validator, ticket_validator, piano, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, toilets, parking_entrance, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, ticket_validator, townhall, restaurant, restaurant, cafe, restaurant, fast_food, restaurant, fast_food, restaurant, restaurant, fast_food, fast_food, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, bench, vending_machine, waste_basket, bench, bench, bench, bench, bench, waste_basket, bench, bench, bench, bench, bench, bench, bench, cafe, fast_food, parking_entrance, charging_station, parking, restaurant, fast_food, fast_food, atm, restaurant, taxi, bench, bench, bench, bench, atm, ticket_validator, atm, parking_entrance, taxi, bank, bank, waste_basket, charging_station, restaurant, post_box, fast_food, bank, waste_basket, waste_basket, bench, bench, bicycle_parking, bench, charging_station, bicycle_parking, bicycle_parking, bicycle_parking, vending_machine, bicycle_parking, fast_food, restaurant, pub, parking_entrance, parcel_locker, bicycle_parking, public_bookcase, bicycle_rental, bench, bench, parking, bicycle_parking, restaurant, atm, charging_station, restaurant, photo_booth, vending_machine, cafe, atm, atm, atm, cafe, toilets, cafe, bench, bench, bench, bench, bench, bench, bench, bench, vending_machine, vending_machine, vending_machine, restaurant"
